sf_name,sf_tel,sf_latitude,sf_longitude,sf_addr
서구시니어요양원3,053-566-8575,35.8656575,128.5561938,대구광역시 서구 서대구로 86  6층 (평리동)
서대구실버하우스,053-555-3800,35.8803796,128.5448612,대구광역시 서구 국채보상로 7 (이현동)
시니어재활요양센터,053-568-9988,35.8712237,128.5606492,대구광역시 서구 국채보상로 272  3층 (평리동)
앞산실버타운,053-716-4001,35.8789884,128.5598785,대구광역시 서구 북비산로 246 (평리동)
예람요양원,053-527-5367,35.8790842,128.5627427,대구광역시 서구 북비산로 270 (평리동)
온사랑요양원,053-656-9682,35.8795055,128.5733862,대구광역시 서구 북비산로 365  301호 (비산동)
참사랑노인요양원,053-358-0100,35.888114,128.5696668,대구광역시 서구 고성로 9 (원대동3가)
참사랑실버요양원,053-567-0650,35.8808126,128.5281404,대구광역시 서구 가르뱅이로21길 3 (상리동)
참사랑인지마을,053-262-2770,35.8808126,128.5281404,대구광역시 서구 가르뱅이로21길 3 (상리동)
하늘마루요양원,053-554-8899,35.868115,128.5296648,대구광역시 서구 새방로 137 (상리동)
하얀민들레노인요양원,053-556-8800,35.8771989,128.564148,대구광역시 서구 통학로38길 13 (평리동)
한신노인요양원,053-222-9200,35.863486,128.5570194,대구광역시 서구 평리로 306 (내당동)
한우리요양원1,053-555-6622,35.8627926,128.5499586,대구광역시 서구 평리로 243  5층 (중리동  삼익빌딩)
혜민노인요양원,053-357-3469,35.8843122,128.5767582,대구광역시 서구 원대로13길 38-14
혜인요양원3,053-568-0099,35.8630932,128.5521179,대구광역시 서구 평리로 261  4층 (중리동)
효성요양원,053-566-6501,35.8705707,128.5574454,대구광역시 서구 국채보상로 240-1  4층 (평리동)
효성2요양원,053-566-8901,35.8705707,128.5574454,대구광역시 서구 국채보상로 240-1  5층 (평리동)
희망공동생활가정,053-558-2555,35.8722515,128.5630869,대구광역시 서구 국채보상로 293  3층 (평리동)
대구방문요양센터,053-522-8472,35.8662524,128.5595975,대구광역시 서구 서대구로18길 35  1층 (평리동)
(주)진명해피케어 서구지점,053-565-8848,35.868038,128.5615311,대구광역시 서구 통학로17길 18-1 (평리동)
대구미림재가방문요양간호센터,053-566-7540,35.880417,128.5725253,대구광역시 서구 북비산로71길 9 (비산동)
브레인재가노인복지센터,053-568-8816,35.8601652,128.5561411,대구광역시 서구 서대구로 25  2층 (내당동)
샬롬재가노인돌봄센터,053-563-5830,35.8838685,128.5289369,대구광역시 서구 가르뱅이로16길 9-1 (상리동)
송학주간보호센터,053-568-6987,35.8694124,128.5714152,대구광역시 서구 달서로 82  4층 (비산동)
해맑은노인복지센터,053-721-8540,35.8576647,128.5466881,대구광역시 서구 당산로47길 6  2층 201호 (내당동)
건강지킴이,053-293-1300,35.8558398,128.5492536,대구광역시 서구 달구벌대로337길 9  지하1층 (내당동)
금비노인주간보호센터,053-566-1368,35.8796987,128.5724884,대구광역시 서구 북비산로 357 (비산동)
청솔노인복지센터,053-352-8914,35.8858319,128.5786757,대구광역시 서구 옥산로6길 9 (원대동3가)
미소주간보호센터,053-525-8877,35.8794338,128.5589069,대구광역시 서구 북비산로 235  2 3층 (평리동)
A+효담재가노인복지센터,053-213-6500,35.8739308,128.5722768,대구광역시 서구 국채보상로75길 18-1 (비산동)
하나노인주간보호센터,053-559-1002,35.8654139,128.5667729,대구광역시 서구 달구벌대로371길 6 (내당동)
우리사랑복지센터,053-561-6218,35.8613917,128.54496,대구광역시 서구 평리로35길 18-14 (중리동)
한마음재가복지센터,053-567-1112,35.8628931,128.5716163,대구광역시 서구 달서로 7 (내당동)
서구시니어재가센터,053-566-8575,35.8656575,128.5561938,대구광역시 서구 서대구로 86 (평리동)
가가드림재가방문요양센터,053-567-3553,35.8759406,128.5631505,대구광역시 서구 문화로 277  5층 (평리동)
서대구신협재가복지센터,053-243-0900,35.8681859,128.5557116,대구광역시 서구 서대구로 116  4층 (평리동  서대구신협 빌딩)
평리더봄날주간보호센터,053-571-0090,35.8643799,128.556439,대구광역시 서구 서대구로 72  4층 (평리동)
보은재가노인돌봄센터,053-521-0740,35.8755122,128.5751888,대구광역시 서구 국채보상로81길 40 (비산동)
새봄재가복지센터,053-636-1333,35.8667048,128.5638218,대구광역시 서구 통학로 72 (평리동)
평안교회부설노인복지센터,053-527-5830,35.8588497,128.5494588,대구광역시 서구 달구벌대로357길 6-13 (내당동)
하얀민들레주간보호,053-556-8800,35.8771989,128.564148,대구광역시 서구 통학로38길 13 (평리동)
원대재가노인복지센터,053-242-3788,35.8817602,128.5770312,대구광역시 서구 고성로 111  2층 (원대동1가)
예원노인복지센터,053-566-0149,35.8732499,128.5727073,대구광역시 서구 달서로26길 13  1층 (비산동)
대양노인주간보호센터,053-572-8877,35.8721934,128.5545033,대구광역시 서구 서대구로 159  2층 (평리동)
튼튼재가복지센터,053-521-2828,35.8667775,128.559859,대구광역시 서구 국채보상로50길 50  1층 (평리동)
효원노인복지센터,053-521-7400,35.8716105,128.5657983,대구광역시 서구 국채보상로 316  401~403호 (평리동  평리롯데캐슬)
희망재가노인복지센터,053-558-2555,35.8722515,128.5630869,대구광역시 서구 국채보상로 293  3층 (평리동)
노블케어 재활주간보호센터,053-565-7705,35.8671216,128.5559121,대구광역시 서구 서대구로 104  3층 (평리동)
시니어재활요양센터,053-568-9988,35.8712237,128.5606492,대구광역시 서구 국채보상로 272 (평리동)
새희망재가노인복지센터,053-565-8239,35.8776265,128.5644075,대구광역시 서구 문화로61길 24-1 (평리동)
서구시니어재가센터1,053-566-8575,35.8656575,128.5561938,대구광역시 서구 서대구로 86  7층 (평리동)
